height,cohesion,friction_angle,unit_weight,slope_angle,water_depth_ratio,rainfall_mm_7d,temperature_c,vibrations_ms2,risk_level
38.92348908,16.67358646,36.45574711,20.42458148,46.37915271,0.393357548,74.01,13.75,0.0195,High
40.83701551,16.67358646,22.64680262,17.07013955,58.47146285,0.689086665,74.01,21.29,0.1981,High
28.53000772,16.67358646,34.99702532,19.77580123,68.91339247,0.630434382,67.33,23.12,0.0289,Low
23.93098007,11.08074769,33.77041316,19.78657653,55.66258689,0.672579081,74.01,26.42,0.0845,Low
27.65194502,26.50870808,28.27298332,18.9903034,59.2838217,0.545891254,57.71,35.66,0.0751,Low
39.27844254,16.67358646,25.69993628,20.04551568,61.59387246,0.63991332,74.01,40.0,0.173,Medium
17.32311169,16.67358646,38.07334777,19.74945884,57.9541939,0.549889343,101.92,18.07,0.0769,Medium
17.45283753,25.98856441,22.98879328,18.75850518,65.57460467,0.476557508,74.01,28.44,0.011,High
16.73810139,19.40890001,29.939661805,18.40956312,57.46613947,0.786911516,71.4,18.71,0.0845,High
23.05481267,16.67358646,34.28638041,20.65710405,60.65104169,0.391598314,74.01,28.8,0.1333,Low
35.58023734,7.128574136,24.77030046,19.4866403,46.52959524,0.642233527,74.01,28.37,0.02,High
34.41326617,16.67358646,25.35446309,16.49865473,63.32084341,0.783267078,223.27,33.9,0.0581,Medium
40.46595311,16.67358646,26.55042754,17.17439486,25.66224844,0.069624132,66.45,38.17,0.0197,High
30.92082138,16.67358646,41.04752622,19.60363077,54.28556654,0.491075836,52.11,36.74,0.0628,Low
28.53000772,16.67358646,34.99702532,19.77580123,68.91339247,0.630434382,67.33,23.12,0.0289,Low
32.72882108,30.55937463,27.76667159,19.62488605,39.79704741,0.765394457,51.71,20.96,0.0403,High
15.8124958,16.67358646,26.21554463,20.93454808,57.41107925,0.388992663,74.01,9.52,0.0486,Medium
49.32967751,16.67358646,34.41621969,19.43679566,45.71091287,0.617673563,74.01,31.55,0.052,High
13.54868846,16.67358646,38.14905678,18.39150073,59.21479977,0.402359931,132.29,28.99,0.0601,Medium
21.42004963,16.67358646,31.9179848,20.23807586,48.36299849,0.713630054,74.01,16.04,0.0119,Low
35.58023734,7.128574136,24.77030046,19.4866403,46.52959524,0.642233527,74.01,28.37,0.02,High
27.65194502,26.50870808,28.27298332,18.9903034,59.2838217,0.545891254,57.71,35.66,0.0751,Low
45.99733791,16.67358646,27.12934203,16.66547414,36.27060997,0.221342502,74.01,27.36,0.1045,Medium
41.48768419,5.123387863,27.79083448,17.28916981,69.68043889,0.277222956,74.01,36.81,0.0295,Low
15.8124958,16.67358646,26.21554463,20.93454808,57.41107925,0.388992663,74.01,9.52,0.0486,Medium
12.32119859,7.309434209,29.939661805,16.97702611,30.20405195,0.595831555,74.01,37.27,0.211,High
16.73810139,19.40890001,29.939661805,18.40956312,57.46613947,0.786911516,71.4,18.71,0.0845,High
43.03013407,14.25092207,36.3980775,16.01509178,34.22864747,0.196310098,74.01,32.26,0.1317,Medium
14.97702494,16.67358646,36.70032968,18.26707572,45.10813505,0.455318059,67.63,22.09,0.0201,High
41.48768419,5.123387863,27.79083448,17.28916981,69.68043889,0.277222956,74.01,36.81,0.0295,Low
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
33.19817848,16.67358646,38.23523964,21.26505298,56.79361687,0.665822427,74.01,24.56,0.0609,Low
36.6272312,28.05390089,30.4772679,17.19964913,48.92602948,0.506982794,74.01,20.44,0.0308,High
21.80109466,16.09738704,32.5142989,18.85662413,66.35841877,0.482414996,74.01,33.94,0.099,Medium
33.00660103,16.67358646,42.7396895,18.40157953,61.40606286,0.103933709,74.01,25.51,0.0254,Low
31.1710783,16.67358646,29.37050654,19.51474085,50.13303353,0.254925122,51.0,35.47,0.0396,High
10.24616673,16.67358646,28.53599906,18.61280544,54.47124596,0.575903176,74.01,25.61,0.1286,Medium
10.29440183,16.67358646,23.72637452,18.86115895,56.71225176,0.257675583,74.01,23.32,0.0503,Low
38.92348908,16.67358646,36.45574711,20.42458148,46.37915271,0.393357548,74.01,13.75,0.0195,High
48.51018549,16.67358646,41.36368896,19.14672119,54.72835379,0.73945682,74.01,23.91,0.0749,High
33.19817848,16.67358646,38.23523964,21.26505298,56.79361687,0.665822427,74.01,24.56,0.0609,Low
46.32282659,24.13123242,29.939661805,20.1554368,40.40202308,0.413694345,74.01,22.98,0.0646,High
16.47082892,16.67358646,42.73902386,18.11884385,54.92850789,0.611912948,82.45,36.51,0.0626,Medium
23.05481267,16.67358646,34.28638041,20.65710405,60.65104169,0.391598314,74.01,28.8,0.1333,Low
40.64745596,22.62206646,20.53604839,16.10217645,55.51133748,0.457852326,74.01,17.1,0.0642,High
32.80122594,16.00467503,33.92752342,17.41308694,51.9867944,0.634544303,74.01,25.84,0.1166,Medium
15.50741439,16.67358646,39.53845951,20.69094622,39.53198573,0.54233233,58.23,13.37,0.0287,Medium
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
37.79562858,23.05001048,26.02861906,16.83383618,61.45445362,0.519049853,74.01,32.34,0.0316,Medium
14.49056163,12.17842464,29.939661805,19.13820603,40.89572841,0.455451652,74.01,32.04,0.0522,High
33.19817848,16.67358646,38.23523964,21.26505298,56.79361687,0.665822427,74.01,24.56,0.0609,Low
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
28.45840368,16.67358646,44.7205636,19.15919888,42.54573518,0.181415531,74.01,24.2,0.0662,Medium
32.80122594,16.00467503,33.92752342,17.41308694,51.9867944,0.634544303,74.01,25.84,0.1166,Medium
33.19817848,16.67358646,38.23523964,21.26505298,56.79361687,0.665822427,74.01,24.56,0.0609,Low
24.14471599,16.67358646,28.89940322,20.50594574,67.36669677,0.300212984,74.01,6.44,0.0632,High
17.74105558,16.67358646,40.52470207,19.48666512,44.32097341,0.405505096,74.01,15.32,0.0277,High
18.96919274,49.31614512,24.39445568,17.22859154,28.26006649,0.623290056,74.01,24.21,0.0337,High
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
15.19974994,19.94801147,30.67206389,17.23555557,64.48660365,0.768633839,74.01,26.57,0.0192,Low
23.93098007,11.08074769,33.77041316,19.78657653,55.66258689,0.672579081,74.01,26.42,0.0845,Low
49.93456375,16.67358646,35.37797391,20.08974375,56.6313624,0.702615574,74.01,7.7,0.1047,High
18.96919274,49.31614512,24.39445568,17.22859154,28.26006649,0.623290056,74.01,24.21,0.0337,High
28.45840368,16.67358646,44.7205636,19.15919888,42.54573518,0.181415531,74.01,24.2,0.0662,Medium
9.435005624,16.67358646,36.89095964,21.64248923,69.35242136,0.409287158,74.01,30.81,0.0902,High
22.43131627,15.4833377,21.93944557,18.74885988,67.35595941,0.462800921,74.01,25.68,0.1096,High
43.72395726,16.67358646,31.59135558,20.65960062,43.74329663,0.638144425,74.01,25.81,0.1243,Medium
47.63395795,16.67358646,44.87955853,18.32431413,47.46206368,0.761061705,74.01,29.24,0.0962,High
42.60628862,13.22348275,20.61305399,16.16457831,54.48363119,0.608824113,74.01,28.3,0.0106,Low
41.48768419,5.123387863,27.79083448,17.28916981,69.68043889,0.277222956,74.01,36.81,0.0295,Low
43.80190753,35.25751607,22.92220646,16.27704716,41.29271883,0.585584266,116.16,35.36,0.0164,High
9.269610995,16.67358646,33.87295445,18.66396056,35.62294686,0.441236201,61.72,31.8,0.0254,High
45.99733791,16.67358646,27.12934203,16.66547414,36.27060997,0.221342502,74.01,27.36,0.1045,Medium
7.574517375,5.107180637,34.20871114,18.40198166,54.84886452,0.570663834,74.01,28.77,0.0799,High
13.11963468,16.67358646,31.33885067,20.25219973,28.24691185,0.279534742,67.39,23.67,0.0557,High
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
27.65194502,26.50870808,28.27298332,18.9903034,59.2838217,0.545891254,57.71,35.66,0.0751,Low
16.17704779,13.39272196,33.86979742,19.01338197,31.7040792,0.542160584,74.01,33.12,0.0401,Low
28.45840368,16.67358646,44.7205636,19.15919888,42.54573518,0.181415531,74.01,24.2,0.0662,Medium
37.83213335,16.67358646,25.66163549,19.41557197,62.16491417,0.713677946,74.01,22.38,0.0926,Medium
11.87068192,8.773977821,20.32741912,18.68784624,56.65930811,0.726450556,74.01,28.11,0.0148,Low
16.45579225,16.67358646,44.41356008,20.36339381,33.47760252,0.376916058,74.01,25.1,0.061,High
33.00660103,16.67358646,42.7396895,18.40157953,61.40606286,0.103933709,74.01,25.51,0.0254,Low
35.60841956,23.61350637,29.939661805,16.78114512,45.39403063,0.679275793,74.01,34.42,0.0405,High
18.16996618,27.20757929,35.78204849,16.60690971,67.79837187,0.73564191,74.01,25.75,0.0417,Low
25.24610116,8.905740797,29.939661805,19.32498947,62.53266153,0.262479546,74.01,24.38,0.0654,High
44.99940345,16.67358646,26.24427994,20.08530186,29.25238255,0.24471687,74.01,29.31,0.0669,High
15.8124958,16.67358646,26.21554463,20.93454808,57.41107925,0.388992663,74.01,9.52,0.0486,Medium
25.24610116,8.905740797,29.939661805,19.32498947,62.53266153,0.262479546,74.01,24.38,0.0654,High
34.24677818,31.42439793,29.32645522,17.25241325,43.65812074,0.652382512,74.01,21.2,0.0258,Low
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
32.80122594,16.00467503,33.92752342,17.41308694,51.9867944,0.634544303,74.01,25.84,0.1166,Medium
11.87068192,8.773977821,20.32741912,18.68784624,56.65930811,0.726450556,74.01,28.11,0.0148,Low
16.47082892,16.67358646,42.73902386,18.11884385,54.92850789,0.611912948,82.45,36.51,0.0626,Medium
29.12599638,16.22949345,39.88769347,18.60692924,28.80732883,0.188010742,74.01,19.58,0.13,High
39.27844254,16.67358646,25.69993628,20.04551568,61.59387246,0.63991332,74.01,40.0,0.173,Medium
28.06103948,16.67358646,39.79559281,18.29040578,39.27458282,0.406193827,74.01,15.76,0.0456,High
45.42396993,16.67358646,28.11226024,20.91986853,43.42447038,0.758424691,59.87,22.54,0.1837,High
24.53582618,16.67358646,44.62866816,19.32260186,46.24414722,0.297467693,74.01,17.09,0.0337,Low
21.80109466,16.09738704,32.5142989,18.85662413,66.35841877,0.482414996,74.01,33.94,0.099,Medium
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
46.58911239,16.67358646,27.68696157,19.70808337,59.07390392,0.687516436,74.01,29.47,0.0613,Medium
18.96919274,49.31614512,24.39445568,17.22859154,28.26006649,0.623290056,74.01,24.21,0.0337,High
19.23788796,16.67358646,40.7209165,18.92295635,56.38209381,0.707452844,74.01,29.04,0.0498,High
23.05481267,16.67358646,34.28638041,20.65710405,60.65104169,0.391598314,74.01,28.8,0.1333,Low
32.80122594,16.00467503,33.92752342,17.41308694,51.9867944,0.634544303,74.01,25.84,0.1166,Medium
37.83213335,16.67358646,25.66163549,19.41557197,62.16491417,0.713677946,74.01,22.38,0.0926,Medium
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
44.61264583,16.67358646,35.24399495,20.55847473,41.54580462,0.157075697,74.01,40.0,0.0831,Low
23.05481267,16.67358646,34.28638041,20.65710405,60.65104169,0.391598314,74.01,28.8,0.1333,Low
33.52185901,19.11486771,24.98355054,20.30379752,55.1824581,0.268958292,74.01,26.5,0.0673,High
27.65194502,26.50870808,28.27298332,18.9903034,59.2838217,0.545891254,57.71,35.66,0.0751,Low
16.17704779,13.39272196,33.86979742,19.01338197,31.7040792,0.542160584,74.01,33.12,0.0401,Low
15.8124958,16.67358646,26.21554463,20.93454808,57.41107925,0.388992663,74.01,9.52,0.0486,Medium
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
33.19817848,16.67358646,38.23523964,21.26505298,56.79361687,0.665822427,74.01,24.56,0.0609,Low
26.43366863,17.34994413,39.85921909,20.70294485,27.52746369,0.316110071,74.01,27.28,0.0146,Medium
33.00660103,16.67358646,42.7396895,18.40157953,61.40606286,0.103933709,74.01,25.51,0.0254,Low
40.46595311,16.67358646,26.55042754,17.17439486,25.66224844,0.069624132,66.45,38.17,0.0197,High
18.16996618,27.20757929,35.78204849,16.60690971,67.79837187,0.73564191,74.01,25.75,0.0417,Low
14.97702494,16.67358646,36.70032968,18.26707572,45.10813505,0.455318059,67.63,22.09,0.0201,High
11.87068192,8.773977821,20.32741912,18.68784624,56.65930811,0.726450556,74.01,28.11,0.0148,Low
34.24677818,31.42439793,29.32645522,17.25241325,43.65812074,0.652382512,74.01,21.2,0.0258,Low
21.42004963,16.67358646,31.9179848,20.23807586,48.36299849,0.713630054,74.01,16.04,0.0119,Low
47.54238117,16.67358646,30.0459092,18.53369269,27.90859784,0.667597471,54.73,21.66,0.0165,High
24.4281632,23.37417606,28.47589299,21.46497688,32.58826339,0.797929292,60.31,18.98,0.0668,High
42.64252749,16.67358646,35.71748954,20.49747199,65.81484893,0.177151107,74.01,35.52,0.1186,Low
23.78230137,16.67358646,34.47554044,18.16537467,53.32636175,0.04937647,74.01,17.12,0.0752,High
14.30195847,16.67358646,29.84007555,18.0560338,60.99060455,0.20996106,74.01,18.16,0.0216,Medium
49.32603494,16.67358646,44.79226507,20.29274517,39.99364807,0.257679586,74.01,30.26,0.0294,Medium
21.80109466,16.09738704,32.5142989,18.85662413,66.35841877,0.482414996,74.01,33.94,0.099,Medium
24.21930061,13.91059087,21.83797354,18.05592845,41.66247774,0.42116803,74.01,25.25,0.043,High
47.02353247,16.67358646,39.2688164,20.18324779,23.96462171,0.352645167,74.01,32.89,0.0456,High
10.21919797,17.92207525,29.38488224,17.8541755,50.8313181,0.430816873,74.01,37.94,0.0204,High
28.45840368,16.67358646,44.7205636,19.15919888,42.54573518,0.181415531,74.01,24.2,0.0662,Medium
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
38.04906145,16.67358646,29.939661805,16.1558204,27.04439691,0.33052995,74.01,29.43,0.0269,High
30.92082138,16.67358646,41.04752622,19.60363077,54.28556654,0.491075836,52.11,36.74,0.0628,Low
11.87068192,8.773977821,20.32741912,18.68784624,56.65930811,0.726450556,74.01,28.11,0.0148,Low
44.70955772,16.93636471,28.66970409,17.20750196,44.48591515,0.450174851,74.01,30.3,0.0421,High
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
8.65557029,16.67358646,37.8303086,18.00436894,51.69997492,0.26531456,76.33,31.11,0.0317,High
49.32603494,16.67358646,44.79226507,20.29274517,39.99364807,0.257679586,74.01,30.26,0.0294,Medium
34.76722387,16.67358646,27.24963339,19.86723857,65.0159439,0.527545866,74.01,16.45,0.0556,High
24.0496831,16.67358646,27.85957074,20.22670054,35.58803381,0.221591531,74.01,19.56,0.068,High
42.64252749,16.67358646,35.71748954,20.49747199,65.81484893,0.177151107,74.01,35.52,0.1186,Low
17.32311169,16.67358646,38.07334777,19.74945884,57.9541939,0.549889343,101.92,18.07,0.0769,Medium
11.87068192,8.773977821,20.32741912,18.68784624,56.65930811,0.726450556,74.01,28.11,0.0148,Low
27.65194502,26.50870808,28.27298332,18.9903034,59.2838217,0.545891254,57.71,35.66,0.0751,Low
11.87068192,8.773977821,20.32741912,18.68784624,56.65930811,0.726450556,74.01,28.11,0.0148,Low
31.84568364,7.853791687,26.10010981,20.87450222,39.39131205,0.570965608,80.92,25.39,0.1259,High
45.99733791,16.67358646,27.12934203,16.66547414,36.27060997,0.221342502,74.01,27.36,0.1045,Medium
14.08759297,12.71548714,21.58112338,16.47187934,67.02583528,0.358254629,74.01,23.47,0.0518,High
9.931499591,5.505500021,26.54004732,18.0306025,69.893418,0.53158161,74.01,15.21,0.0299,Medium
40.46595311,16.67358646,26.55042754,17.17439486,25.66224844,0.069624132,66.45,38.17,0.0197,High
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
43.03013407,14.25092207,36.3980775,16.01509178,34.22864747,0.196310098,74.01,32.26,0.1317,Medium
33.00660103,16.67358646,42.7396895,18.40157953,61.40606286,0.103933709,74.01,25.51,0.0254,Low
38.37981297,16.67358646,35.86480775,20.24046633,67.21256935,0.365754657,74.01,21.4,0.1662,Medium
12.32119859,7.309434209,29.939661805,16.97702611,30.20405195,0.595831555,74.01,37.27,0.211,High
44.61246208,17.55627978,29.36288996,18.1727284,41.75863006,0.73656438,74.01,24.61,0.0092,High
42.64252749,16.67358646,35.71748954,20.49747199,65.81484893,0.177151107,74.01,35.52,0.1186,Low
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
16.17704779,13.39272196,33.86979742,19.01338197,31.7040792,0.542160584,74.01,33.12,0.0401,Low
38.96981931,8.332693174,29.40301853,19.1479383,68.13028709,0.475693496,74.01,29.69,0.0475,Medium
10.24616673,16.67358646,28.53599906,18.61280544,54.47124596,0.575903176,74.01,25.61,0.1286,Medium
21.80109466,16.09738704,32.5142989,18.85662413,66.35841877,0.482414996,74.01,33.94,0.099,Medium
14.97702494,16.67358646,36.70032968,18.26707572,45.10813505,0.455318059,67.63,22.09,0.0201,High
44.58882605,16.67358646,36.75492909,20.97233919,55.81366263,0.19606395,74.01,18.65,0.0432,High
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
37.83213335,16.67358646,25.66163549,19.41557197,62.16491417,0.713677946,74.01,22.38,0.0926,Medium
13.11963468,16.67358646,31.33885067,20.25219973,28.24691185,0.279534742,67.39,23.67,0.0557,High
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
20.9027034,16.67358646,31.52193376,21.28104323,46.30310116,0.257883384,74.01,20.96,0.0496,High
21.80109466,16.09738704,32.5142989,18.85662413,66.35841877,0.482414996,74.01,33.94,0.099,Medium
9.435005624,16.67358646,36.89095964,21.64248923,69.35242136,0.409287158,74.01,30.81,0.0902,High
41.01350826,15.44978843,32.63055746,19.28395822,27.48307777,0.474790266,74.01,38.75,0.0726,High
14.30195847,16.67358646,29.84007555,18.0560338,60.99060455,0.20996106,74.01,18.16,0.0216,Medium
46.40912983,17.45392059,34.41137242,17.62520006,63.14904311,0.611487029,74.01,24.12,0.0616,High
15.47670152,16.67358646,38.75719333,19.18446251,41.2350792,0.204520057,74.01,33.17,0.0579,High
10.21919797,17.92207525,29.38488224,17.8541755,50.8313181,0.430816873,74.01,37.94,0.0204,High
28.45840368,16.67358646,44.7205636,19.15919888,42.54573518,0.181415531,74.01,24.2,0.0662,Medium
38.59515258,16.67358646,39.04622287,21.11647169,21.81323068,0.424636855,74.01,25.34,0.1057,High
21.80109466,16.09738704,32.5142989,18.85662413,66.35841877,0.482414996,74.01,33.94,0.099,Medium
42.60628862,13.22348275,20.61305399,16.16457831,54.48363119,0.608824113,74.01,28.3,0.0106,Low
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
31.71682862,16.67358646,26.99121938,17.54215468,42.11289595,0.358583075,53.92,11.9,0.0386,High
41.48768419,5.123387863,27.79083448,17.28916981,69.68043889,0.277222956,74.01,36.81,0.0295,Low
15.50741439,16.67358646,39.53845951,20.69094622,39.53198573,0.54233233,58.23,13.37,0.0287,Medium
11.87068192,8.773977821,20.32741912,18.68784624,56.65930811,0.726450556,74.01,28.11,0.0148,Low
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
33.00660103,16.67358646,42.7396895,18.40157953,61.40606286,0.103933709,74.01,25.51,0.0254,Low
43.64771393,16.67358646,29.77066046,20.68421867,51.47542333,0.623213582,105.23,40.0,0.0721,High
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
10.29440183,16.67358646,23.72637452,18.86115895,56.71225176,0.257675583,74.01,23.32,0.0503,Low
42.60628862,13.22348275,20.61305399,16.16457831,54.48363119,0.608824113,74.01,28.3,0.0106,Low
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
27.65194502,26.50870808,28.27298332,18.9903034,59.2838217,0.545891254,57.71,35.66,0.0751,Low
27.65194502,26.50870808,28.27298332,18.9903034,59.2838217,0.545891254,57.71,35.66,0.0751,Low
41.48768419,5.123387863,27.79083448,17.28916981,69.68043889,0.277222956,74.01,36.81,0.0295,Low
45.99733791,16.67358646,27.12934203,16.66547414,36.27060997,0.221342502,74.01,27.36,0.1045,Medium
15.19974994,19.94801147,30.67206389,17.23555557,64.48660365,0.768633839,74.01,26.57,0.0192,Low
15.8124958,16.67358646,26.21554463,20.93454808,57.41107925,0.388992663,74.01,9.52,0.0486,Medium
16.45579225,16.67358646,44.41356008,20.36339381,33.47760252,0.376916058,74.01,25.1,0.061,High
27.65194502,26.50870808,28.27298332,18.9903034,59.2838217,0.545891254,57.71,35.66,0.0751,Low
10.24616673,16.67358646,28.53599906,18.61280544,54.47124596,0.575903176,74.01,25.61,0.1286,Medium
37.79562858,23.05001048,26.02861906,16.83383618,61.45445362,0.519049853,74.01,32.34,0.0316,Medium
19.43109706,16.67358646,40.66426769,19.26761202,61.17290382,0.578809087,74.01,25.17,0.0624,High
15.19974994,19.94801147,30.67206389,17.23555557,64.48660365,0.768633839,74.01,26.57,0.0192,Low
14.18217845,11.9499547,23.42955201,17.3544976,34.72176939,0.654474453,74.01,28.35,0.0439,High
10.29440183,16.67358646,23.72637452,18.86115895,56.71225176,0.257675583,74.01,23.32,0.0503,Low
32.80122594,16.00467503,33.92752342,17.41308694,51.9867944,0.634544303,74.01,25.84,0.1166,Medium
23.05481267,16.67358646,34.28638041,20.65710405,60.65104169,0.391598314,74.01,28.8,0.1333,Low
43.72395726,16.67358646,31.59135558,20.65960062,43.74329663,0.638144425,74.01,25.81,0.1243,Medium
33.19817848,16.67358646,38.23523964,21.26505298,56.79361687,0.665822427,74.01,24.56,0.0609,Low
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
33.38400439,16.52968098,28.11904552,17.15390762,38.15235638,0.745525135,74.01,31.48,0.1531,High
44.9620358,29.23433697,22.66358438,18.4902455,56.3124776,0.666456169,74.01,38.14,0.015,Low
33.19817848,16.67358646,38.23523964,21.26505298,56.79361687,0.665822427,74.01,24.56,0.0609,Low
26.43366863,17.34994413,39.85921909,20.70294485,27.52746369,0.316110071,74.01,27.28,0.0146,Medium
42.60628862,13.22348275,20.61305399,16.16457831,54.48363119,0.608824113,74.01,28.3,0.0106,Low
37.79562858,23.05001048,26.02861906,16.83383618,61.45445362,0.519049853,74.01,32.34,0.0316,Medium
30.92082138,16.67358646,41.04752622,19.60363077,54.28556654,0.491075836,52.11,36.74,0.0628,Low
27.65194502,26.50870808,28.27298332,18.9903034,59.2838217,0.545891254,57.71,35.66,0.0751,Low
14.30195847,16.67358646,29.84007555,18.0560338,60.99060455,0.20996106,74.01,18.16,0.0216,Medium
13.11963468,16.67358646,31.33885067,20.25219973,28.24691185,0.279534742,67.39,23.67,0.0557,High
30.92082138,16.67358646,41.04752622,19.60363077,54.28556654,0.491075836,52.11,36.74,0.0628,Low
30.39686515,16.67358646,25.08576968,20.62186896,54.26529763,0.579527133,74.01,24.61,0.1391,Low
15.47670152,16.67358646,38.75719333,19.18446251,41.2350792,0.204520057,74.01,33.17,0.0579,High
37.83213335,16.67358646,25.66163549,19.41557197,62.16491417,0.713677946,74.01,22.38,0.0926,Medium
43.72395726,16.67358646,31.59135558,20.65960062,43.74329663,0.638144425,74.01,25.81,0.1243,Medium
21.96685514,21.59149994,24.14258436,19.26392728,48.53269539,0.769051493,74.01,26.89,0.049,High
33.00660103,16.67358646,42.7396895,18.40157953,61.40606286,0.103933709,74.01,25.51,0.0254,Low
42.60628862,13.22348275,20.61305399,16.16457831,54.48363119,0.608824113,74.01,28.3,0.0106,Low
15.50741439,16.67358646,39.53845951,20.69094622,39.53198573,0.54233233,58.23,13.37,0.0287,Medium
21.80109466,16.09738704,32.5142989,18.85662413,66.35841877,0.482414996,74.01,33.94,0.099,Medium
46.58911239,16.67358646,27.68696157,19.70808337,59.07390392,0.687516436,74.01,29.47,0.0613,Medium
11.87068192,8.773977821,20.32741912,18.68784624,56.65930811,0.726450556,74.01,28.11,0.0148,Low
23.05481267,16.67358646,34.28638041,20.65710405,60.65104169,0.391598314,74.01,28.8,0.1333,Low
34.24677818,31.42439793,29.32645522,17.25241325,43.65812074,0.652382512,74.01,21.2,0.0258,Low
41.48768419,5.123387863,27.79083448,17.28916981,69.68043889,0.277222956,74.01,36.81,0.0295,Low
10.29440183,16.67358646,23.72637452,18.86115895,56.71225176,0.257675583,74.01,23.32,0.0503,Low
41.48768419,5.123387863,27.79083448,17.28916981,69.68043889,0.277222956,74.01,36.81,0.0295,Low
24.53582618,16.67358646,44.62866816,19.32260186,46.24414722,0.297467693,74.01,17.09,0.0337,Low
33.00660103,16.67358646,42.7396895,18.40157953,61.40606286,0.103933709,74.01,25.51,0.0254,Low
14.30195847,16.67358646,29.84007555,18.0560338,60.99060455,0.20996106,74.01,18.16,0.0216,Medium
16.17704779,13.39272196,33.86979742,19.01338197,31.7040792,0.542160584,74.01,33.12,0.0401,Low
38.96981931,8.332693174,29.40301853,19.1479383,68.13028709,0.475693496,74.01,29.69,0.0475,Medium
41.22813408,16.67358646,27.59577239,18.37443844,57.92830236,0.389686467,74.01,28.71,0.1457,High
29.66981506,12.81081348,25.37112074,19.16579256,53.97874771,0.553897911,74.01,23.09,0.0252,High
11.87068192,8.773977821,20.32741912,18.68784624,56.65930811,0.726450556,74.01,28.11,0.0148,Low
23.26664213,36.09763386,21.98404086,18.30458438,49.98848158,0.577574354,74.01,13.61,0.0783,High
34.41326617,16.67358646,25.35446309,16.49865473,63.32084341,0.783267078,223.27,33.9,0.0581,Medium
25.2281284,15.5447149,31.79682777,20.67538909,46.1419144,0.392310768,74.01,21.59,0.0343,High
13.54868846,16.67358646,38.14905678,18.39150073,59.21479977,0.402359931,132.29,28.99,0.0601,Medium
40.06908652,16.67358646,33.12887601,18.97473483,37.23935872,0.446290728,74.01,32.84,0.1295,High
23.93098007,11.08074769,33.77041316,19.78657653,55.66258689,0.672579081,74.01,26.42,0.0845,Low
10.29440183,16.67358646,23.72637452,18.86115895,56.71225176,0.257675583,74.01,23.32,0.0503,Low
23.40082437,16.67358646,26.60730626,19.08318485,58.87158814,0.196892759,74.01,22.31,0.0527,Low
20.15539423,16.67358646,33.5048762,18.71622661,66.55229519,0.700341749,66.06,39.43,0.0394,Low
33.00660103,16.67358646,42.7396895,18.40157953,61.40606286,0.103933709,74.01,25.51,0.0254,Low
21.42004963,16.67358646,31.9179848,20.23807586,48.36299849,0.713630054,74.01,16.04,0.0119,Low
13.55075046,16.67358646,40.52100135,18.08641419,31.40475039,0.259024383,74.01,21.85,0.0894,High
